latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
37.785587,-25.662628,111.0,0,GMT,GMT

time,temperature_2m (°C),precipitation (mm),wind_speed_10m (km/h),relative_humidity_2m (%)
2025-10-22T07:00,20.8,0.60,18.7,96
2025-10-22T08:00,20.5,0.70,19.8,94
2025-10-22T09:00,20.9,0.60,17.9,94
2025-10-22T10:00,21.3,0.20,16.7,91
2025-10-22T11:00,20.9,10.90,21.0,90
2025-10-22T12:00,21.8,5.50,21.9,91
2025-10-22T13:00,22.2,0.30,24.9,90
2025-10-22T14:00,22.2,0.20,28.1,89
2025-10-22T15:00,21.8,0.20,23.6,88
2025-10-22T16:00,21.8,0.10,22.5,89
2025-10-22T17:00,21.4,0.10,24.0,91
2025-10-22T18:00,21.0,0.20,25.0,95
2025-10-22T19:00,21.2,0.20,21.2,93
2025-10-22T20:00,21.2,0.80,16.1,93
2025-10-22T21:00,21.0,1.40,16.0,93
2025-10-22T22:00,21.2,0.00,17.4,94
2025-10-22T23:00,20.1,0.50,17.4,97
2025-10-23T00:00,20.4,0.50,16.3,93
2025-10-23T01:00,20.4,0.30,16.7,94
2025-10-23T02:00,20.3,0.80,15.9,94
2025-10-23T03:00,20.3,0.60,15.7,94
2025-10-23T04:00,20.2,0.40,14.0,95
2025-10-23T05:00,20.2,0.10,12.4,95
2025-10-23T06:00,20.1,0.10,12.1,93
2025-10-23T07:00,19.9,0.10,8.0,94
2025-10-23T08:00,19.9,0.60,9.5,94
2025-10-23T09:00,20.2,0.10,9.5,94
2025-10-23T10:00,20.0,0.50,13.6,92
2025-10-23T11:00,19.5,1.30,10.1,92
2025-10-23T12:00,20.6,0.10,11.4,91
2025-10-23T13:00,21.4,0.00,11.9,86
2025-10-23T14:00,21.6,0.00,12.5,86
2025-10-23T15:00,21.6,0.00,13.0,89
2025-10-23T16:00,21.6,0.00,12.1,89
2025-10-23T17:00,21.4,0.00,13.5,89
2025-10-23T18:00,20.9,0.10,13.1,92
2025-10-23T19:00,20.1,0.00,10.5,95
2025-10-23T20:00,19.9,0.10,8.1,94
2025-10-23T21:00,19.8,0.10,9.1,94
2025-10-23T22:00,19.9,0.00,7.5,93
2025-10-23T23:00,20.0,0.00,8.4,93
2025-10-24T00:00,19.0,0.60,15.1,96
2025-10-24T01:00,19.2,0.20,11.2,93
2025-10-24T02:00,19.0,0.00,7.7,93
2025-10-24T03:00,18.8,0.00,6.5,94
2025-10-24T04:00,18.4,0.00,4.4,94
2025-10-24T05:00,17.8,0.00,4.0,95
2025-10-24T06:00,18.2,0.00,1.7,95
2025-10-24T07:00,18.0,0.00,1.7,95
2025-10-24T08:00,17.4,0.00,4.2,95
2025-10-24T09:00,19.1,0.00,6.7,93
2025-10-24T10:00,19.9,0.00,10.5,89
2025-10-24T11:00,20.4,0.00,10.1,86
2025-10-24T12:00,21.4,0.00,7.4,73
2025-10-24T13:00,21.6,0.00,8.1,66
2025-10-24T14:00,21.1,0.00,9.8,68
2025-10-24T15:00,20.6,0.00,10.1,71
2025-10-24T16:00,20.1,0.00,9.0,75
2025-10-24T17:00,19.6,0.00,8.7,82
2025-10-24T18:00,19.1,0.00,10.6,84
2025-10-24T19:00,18.8,0.00,10.0,85
2025-10-24T20:00,18.1,0.00,8.6,87
2025-10-24T21:00,17.6,0.00,7.6,90
2025-10-24T22:00,17.4,0.00,7.8,91
2025-10-24T23:00,17.4,0.00,9.4,90
2025-10-25T00:00,17.4,0.10,8.4,86
2025-10-25T01:00,17.6,0.00,9.4,86
2025-10-25T02:00,17.5,0.00,11.2,86
2025-10-25T03:00,17.4,0.10,11.9,87
2025-10-25T04:00,17.0,0.10,12.8,89
2025-10-25T05:00,16.2,0.10,14.8,92
2025-10-25T06:00,15.8,0.70,15.7,93
2025-10-25T07:00,16.6,0.60,15.7,91
2025-10-25T08:00,15.9,0.80,17.5,93
2025-10-25T09:00,15.9,0.70,20.9,94
2025-10-25T10:00,16.6,1.00,23.8,94
2025-10-25T11:00,16.2,1.20,20.4,95
2025-10-25T12:00,18.0,0.60,32.1,79
2025-10-25T13:00,19.1,0.00,32.7,71
2025-10-25T14:00,19.0,0.00,31.3,69
2025-10-25T15:00,18.6,0.00,30.1,71
2025-10-25T16:00,17.8,0.10,28.5,75
2025-10-25T17:00,16.1,0.20,23.7,84
2025-10-25T18:00,16.1,0.30,29.8,84
2025-10-25T19:00,17.1,0.60,32.6,82
2025-10-25T20:00,16.6,0.30,34.5,81
2025-10-25T21:00,15.6,0.20,31.4,80
2025-10-25T22:00,16.7,1.00,33.4,83
2025-10-25T23:00,17.0,0.10,34.9,78
2025-10-26T00:00,17.0,0.00,33.0,75
2025-10-26T01:00,17.4,0.00,34.0,69
2025-10-26T02:00,17.3,0.00,33.6,67
2025-10-26T03:00,16.2,0.00,34.5,72
2025-10-26T04:00,16.4,0.10,34.2,73
2025-10-26T05:00,16.5,0.10,31.2,79
2025-10-26T06:00,16.1,0.00,33.3,72
2025-10-26T07:00,16.5,0.10,32.3,73
2025-10-26T08:00,15.9,0.70,29.5,80
2025-10-26T09:00,14.9,0.40,25.5,84
2025-10-26T10:00,16.9,0.20,33.9,74
2025-10-26T11:00,16.4,0.20,35.4,79
2025-10-26T12:00,15.3,0.20,32.5,82
2025-10-26T13:00,15.6,0.60,30.5,84
2025-10-26T14:00,15.7,1.00,28.2,87
2025-10-26T15:00,16.0,0.60,29.8,87
2025-10-26T16:00,15.8,0.70,24.2,89
2025-10-26T17:00,15.5,1.40,23.3,91
2025-10-26T18:00,15.5,0.60,22.3,91
2025-10-26T19:00,16.2,0.50,28.1,83
2025-10-26T20:00,15.8,0.50,24.8,86
2025-10-26T21:00,15.4,0.90,24.3,89
2025-10-26T22:00,16.4,0.20,27.5,87
2025-10-26T23:00,15.9,0.30,25.7,86
2025-10-27T00:00,17.0,0.20,28.7,80
2025-10-27T01:00,16.6,0.40,28.5,84
2025-10-27T02:00,16.2,0.40,27.9,84
2025-10-27T03:00,16.5,0.50,26.0,84
2025-10-27T04:00,17.4,0.10,30.2,79
2025-10-27T05:00,17.8,0.30,29.1,73
2025-10-27T06:00,17.5,0.40,28.1,70
2025-10-27T07:00,17.3,0.00,28.1,73
2025-10-27T08:00,17.0,0.10,26.2,79
2025-10-27T09:00,17.0,0.10,24.2,81
2025-10-27T10:00,17.0,0.40,26.9,82
2025-10-27T11:00,17.5,0.30,28.2,83
2025-10-27T12:00,17.7,0.10,27.5,82
2025-10-27T13:00,17.9,0.20,31.3,78
2025-10-27T14:00,17.0,0.80,29.5,86
2025-10-27T15:00,17.4,0.50,28.7,84
2025-10-27T16:00,17.4,0.30,27.1,82
2025-10-27T17:00,17.4,0.40,29.4,83
2025-10-27T18:00,17.1,0.10,30.4,81
2025-10-27T19:00,17.0,0.10,29.6,80
2025-10-27T20:00,16.9,0.30,31.5,85
2025-10-27T21:00,16.7,1.60,32.6,90
2025-10-27T22:00,17.0,0.50,33.4,87
2025-10-27T23:00,17.5,0.00,33.7,82
2025-10-28T00:00,16.9,0.10,33.2,87
2025-10-28T01:00,17.1,0.10,33.0,83
2025-10-28T02:00,17.1,0.00,32.6,82
2025-10-28T03:00,17.2,0.10,30.6,81
2025-10-28T04:00,17.0,0.30,32.2,83
2025-10-28T05:00,16.0,0.60,26.6,89
2025-10-28T06:00,16.2,0.30,26.5,89
2025-10-28T07:00,16.5,0.20,31.0,88
2025-10-28T08:00,16.6,0.10,30.3,85
2025-10-28T09:00,16.5,0.10,31.0,85
2025-10-28T10:00,17.0,0.00,31.9,81
2025-10-28T11:00,17.6,0.10,34.2,76
2025-10-28T12:00,17.8,0.00,31.0,74
2025-10-28T13:00,17.9,0.00,31.7,74
2025-10-28T14:00,17.6,0.00,30.6,76
2025-10-28T15:00,17.4,0.00,29.0,77
2025-10-28T16:00,17.2,0.30,27.8,75
2025-10-28T17:00,17.0,0.00,25.8,74
2025-10-28T18:00,16.5,0.00,26.2,75
2025-10-28T19:00,16.1,0.00,24.6,71
2025-10-28T20:00,15.9,0.00,22.6,69
2025-10-28T21:00,16.2,0.00,22.4,70
2025-10-28T22:00,15.7,0.00,19.7,71
2025-10-28T23:00,16.0,0.00,19.1,68
2025-10-29T00:00,15.7,0.00,15.5,68
2025-10-29T01:00,15.6,0.00,14.7,70
2025-10-29T02:00,15.8,0.00,14.7,67
2025-10-29T03:00,15.6,0.00,14.6,69
2025-10-29T04:00,15.5,0.00,7.1,70
2025-10-29T05:00,15.8,0.00,9.3,68
2025-10-29T06:00,16.2,0.00,10.2,68
2025-10-29T07:00,16.4,0.00,9.0,68
2025-10-29T08:00,16.2,0.00,7.9,69
2025-10-29T09:00,16.7,0.00,10.7,74
2025-10-29T10:00,17.4,0.00,11.4,75
2025-10-29T11:00,17.9,0.00,13.7,72
2025-10-29T12:00,18.1,0.10,19.3,74
2025-10-29T13:00,17.9,0.00,20.9,74
2025-10-29T14:00,18.6,0.10,26.6,68
2025-10-29T15:00,18.7,0.00,29.9,65
2025-10-29T16:00,18.5,0.00,29.3,67
2025-10-29T17:00,18.5,0.00,29.4,70
2025-10-29T18:00,19.0,0.00,30.9,65
2025-10-29T19:00,19.0,0.00,32.2,68
2025-10-29T20:00,19.2,0.00,35.7,67
2025-10-29T21:00,19.4,0.00,35.5,66
2025-10-29T22:00,20.0,0.00,38.5,64
2025-10-29T23:00,20.0,0.20,39.3,70
2025-10-30T00:00,19.2,0.10,41.6,75
2025-10-30T01:00,18.8,1.60,41.6,81
2025-10-30T02:00,18.0,3.70,37.0,94
2025-10-30T03:00,17.4,1.40,18.2,91
2025-10-30T04:00,17.2,0.30,14.4,88
2025-10-30T05:00,17.1,0.10,14.7,87
2025-10-30T06:00,17.0,0.00,14.4,87
2025-10-30T07:00,16.6,0.00,11.9,86
2025-10-30T08:00,16.1,0.00,9.0,87
2025-10-30T09:00,16.7,0.00,8.9,85
2025-10-30T10:00,17.7,0.00,11.0,84
2025-10-30T11:00,18.2,0.20,15.9,77
2025-10-30T12:00,18.5,0.10,21.8,73
2025-10-30T13:00,18.1,0.10,23.6,74
2025-10-30T14:00,18.0,0.10,24.8,74
2025-10-30T15:00,18.0,0.00,23.6,74
2025-10-30T16:00,18.1,0.10,22.4,73
2025-10-30T17:00,17.9,0.20,21.5,75
2025-10-30T18:00,17.2,0.10,20.9,76
2025-10-30T19:00,17.1,0.10,18.8,75
2025-10-30T20:00,17.1,0.00,15.9,76
2025-10-30T21:00,17.1,0.00,16.3,76
2025-10-30T22:00,16.9,0.00,13.0,78
2025-10-30T23:00,17.2,0.00,14.6,72
2025-10-31T00:00,16.9,0.00,12.6,71
2025-10-31T01:00,17.4,0.00,14.8,70
2025-10-31T02:00,17.3,0.00,15.7,72
2025-10-31T03:00,17.0,0.00,13.4,76
2025-10-31T04:00,17.0,0.00,14.2,75
2025-10-31T05:00,17.0,0.00,15.3,74
2025-10-31T06:00,16.6,0.00,12.2,80
2025-10-31T07:00,16.6,0.00,11.9,80
2025-10-31T08:00,16.4,0.00,11.3,79
2025-10-31T09:00,16.0,0.00,12.6,85
2025-10-31T10:00,17.0,0.00,14.2,80
2025-10-31T11:00,17.5,0.00,16.2,76
2025-10-31T12:00,17.8,0.00,20.2,75
2025-10-31T13:00,17.7,0.00,20.0,74
2025-10-31T14:00,17.6,0.00,19.6,74
2025-10-31T15:00,17.2,0.10,20.4,74
2025-10-31T16:00,16.9,0.10,18.6,76
2025-10-31T17:00,16.5,0.30,20.3,78
2025-10-31T18:00,16.2,0.10,18.4,80
2025-10-31T19:00,15.6,0.00,16.9,79
2025-10-31T20:00,15.4,0.00,18.2,77
2025-10-31T21:00,15.2,0.00,17.9,76
2025-10-31T22:00,15.1,0.00,17.8,72
2025-10-31T23:00,14.9,0.00,17.4,71
2025-11-01T00:00,14.4,0.00,19.1,67
2025-11-01T01:00,14.1,0.00,15.9,63
2025-11-01T02:00,14.1,0.00,15.5,62
2025-11-01T03:00,14.1,0.00,15.2,60
2025-11-01T04:00,13.9,0.00,11.9,60
2025-11-01T05:00,14.2,0.00,13.5,58
2025-11-01T06:00,14.8,0.00,14.1,58
2025-11-01T07:00,15.1,0.00,12.9,58
2025-11-01T08:00,15.1,0.00,13.0,58
2025-11-01T09:00,15.0,0.00,9.4,65
2025-11-01T10:00,16.2,0.00,13.0,64
2025-11-01T11:00,16.9,0.00,17.6,59
2025-11-01T12:00,17.1,0.00,18.0,58
2025-11-01T13:00,17.5,0.00,17.6,57
2025-11-01T14:00,17.8,0.00,16.3,56
2025-11-01T15:00,17.7,0.00,16.2,56
2025-11-01T16:00,17.5,0.00,16.3,57
2025-11-01T17:00,17.0,0.00,15.7,60
2025-11-01T18:00,16.4,0.00,12.1,64
2025-11-01T19:00,15.3,0.00,7.8,65
2025-11-01T20:00,14.1,0.00,6.7,70
2025-11-01T21:00,13.6,0.00,6.8,74
2025-11-01T22:00,13.4,0.00,6.8,75
2025-11-01T23:00,13.2,0.00,6.6,76
