arrival_key,date_key,transport_key,geography_key,origin_geography_key,destination_geography_key,market_origin_key,flight_number,vessel_name,passenger_count,arrival_datetime,arrival_date,arrival_time,arrival_hour,arrival_day_part,departure_datetime,departure_date,departure_time,departure_hour,departure_day_part,days_stay,flow_type,passenger_type,is_repeat_visit,origin_airport_code,origin_city,origin_country_code,destination_airport_code,destination_city,destination_country_code,is_direct_flight,number_of_connections,total_journey_hours,is_peak_season,is_weekend,is_holiday,data_quality_flag,granularity_level,source_confidence,dq_score,data_completeness_pct,imputation_method,observation_count,suppressed,computation_method,source_system,source_file,load_timestamp,created_timestamp
7398823,20220716,,27,28,27,,,,147,,2022-07-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,true,,ACTUAL,DAILY,HIGH,,,,147,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.155051,
7398824,20220716,,26,26,27,,,,23,,,,,,,2022-07-16,18:00:00,18,EVENING,,departure,,,,,,,,PT,,,,,true,,ACTUAL,DAILY,HIGH,,,,23,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.155949,
7398825,20220716,,27,26,27,,,,23,,2022-07-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,true,,ACTUAL,DAILY,HIGH,,,,23,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.15682,
7398826,20220716,,29,29,30,,,,6,,,,,,,2022-07-16,18:00:00,18,EVENING,,departure,,,,,,,,PT,,,,,true,,ACTUAL,DAILY,HIGH,,,,6,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.157715,
7398827,20220716,,30,29,30,,,,6,,2022-07-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,true,,ACTUAL,DAILY,HIGH,,,,6,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.158603,
7398828,20220716,,27,27,28,,,,138,,,,,,,2022-07-16,18:00:00,18,EVENING,,departure,,,,,,,,PT,,,,,true,,ACTUAL,DAILY,HIGH,,,,138,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.159514,
7398829,20220716,,28,27,28,,,,138,,2022-07-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,true,,ACTUAL,DAILY,HIGH,,,,138,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.160414,
7398830,20220716,,26,26,28,,,,2,,,,,,,2022-07-16,18:10:00,18,EVENING,,departure,,,,,,,,PT,,,,,true,,ACTUAL,DAILY,HIGH,,,,2,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.161322,
7398831,20220716,,28,26,28,,,,2,,2022-07-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,true,,ACTUAL,DAILY,HIGH,,,,2,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.162238,
7398832,20220716,,26,26,27,,,,7,,,,,,,2022-07-16,18:10:00,18,EVENING,,departure,,,,,,,,PT,,,,,true,,ACTUAL,DAILY,HIGH,,,,7,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.163115,
7398833,20220716,,27,26,27,,,,7,,2022-07-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,true,,ACTUAL,DAILY,HIGH,,,,7,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.164013,
7398834,20220716,,28,28,27,,,,4,,,,,,,2022-07-16,18:45:00,18,EVENING,,departure,,,,,,,,PT,,,,,true,,ACTUAL,DAILY,HIGH,,,,4,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.164888,
7398835,20220716,,27,28,27,,,,4,,2022-07-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,true,,ACTUAL,DAILY,HIGH,,,,4,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.16578,
7398836,20220716,,28,28,26,,,,21,,,,,,,2022-07-16,18:45:00,18,EVENING,,departure,,,,,,,,PT,,,,,true,,ACTUAL,DAILY,HIGH,,,,21,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.166661,
7398837,20220716,,26,28,26,,,,21,,2022-07-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,true,,ACTUAL,DAILY,HIGH,,,,21,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.167552,
7398838,20220716,,27,27,26,,,,21,,,,,,,2022-07-16,19:15:00,19,EVENING,,departure,,,,,,,,PT,,,,,true,,ACTUAL,DAILY,HIGH,,,,21,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.168447,
7709887,20260317,,,,,157,,,3,,2026-03-17,,,,,2026-03-20,,,,3,arrival,,false,,,,,,,,,,,,,,,,,,,,,,VODAFONE_TELCO,,2026-03-21T06:15:19.180229,
7398839,20220716,,26,27,26,,,,21,,2022-07-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,true,,ACTUAL,DAILY,HIGH,,,,21,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.169341,
7398840,20220716,,27,27,28,,,,82,,,,,,,2022-07-16,20:15:00,20,EVENING,,departure,,,,,,,,PT,,,,,true,,ACTUAL,DAILY,HIGH,,,,82,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.170221,
7398841,20220716,,28,27,28,,,,82,,2022-07-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,true,,ACTUAL,DAILY,HIGH,,,,82,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.171128,
7398842,20220716,,27,27,26,,,,37,,,,,,,2022-07-16,20:15:00,20,EVENING,,departure,,,,,,,,PT,,,,,true,,ACTUAL,DAILY,HIGH,,,,37,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.172015,
7398843,20220716,,26,27,26,,,,37,,2022-07-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,true,,ACTUAL,DAILY,HIGH,,,,37,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.17288,
7398844,20220716,,26,26,27,,,,34,,,,,,,2022-07-16,21:25:00,21,EVENING,,departure,,,,,,,,PT,,,,,true,,ACTUAL,DAILY,HIGH,,,,34,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.173852,
7398845,20220716,,27,26,27,,,,34,,2022-07-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,true,,ACTUAL,DAILY,HIGH,,,,34,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.174741,
7398846,20220716,,26,26,28,,,,23,,,,,,,2022-07-16,21:25:00,21,EVENING,,departure,,,,,,,,PT,,,,,true,,ACTUAL,DAILY,HIGH,,,,23,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.175632,
7398847,20220716,,28,26,28,,,,23,,2022-07-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,true,,ACTUAL,DAILY,HIGH,,,,23,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.176521,
7398848,20220716,,28,28,27,,,,65,,,,,,,2022-07-16,22:15:00,22,EVENING,,departure,,,,,,,,PT,,,,,true,,ACTUAL,DAILY,HIGH,,,,65,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.177438,
7398849,20220716,,27,28,27,,,,65,,2022-07-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,true,,ACTUAL,DAILY,HIGH,,,,65,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.178327,
7398850,20220716,,27,27,28,,,,1,,,,,,,2022-07-16,22:35:00,22,EVENING,,departure,,,,,,,,PT,,,,,true,,ACTUAL,DAILY,HIGH,,,,1,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.179222,
7398851,20220716,,28,27,28,,,,1,,2022-07-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,true,,ACTUAL,DAILY,HIGH,,,,1,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.180113,
7398852,20220716,,27,27,28,,,,48,,,,,,,2022-07-16,23:00:00,23,EVENING,,departure,,,,,,,,PT,,,,,true,,ACTUAL,DAILY,HIGH,,,,48,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.181003,
7398853,20220716,,28,27,28,,,,48,,2022-07-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,true,,ACTUAL,DAILY,HIGH,,,,48,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.181885,
7398854,20220816,,26,26,27,,,,9,,,,,,,2022-08-16,01:10:00,1,NIGHT,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,9,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.182778,
7398855,20220816,,27,26,27,,,,9,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,9,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.193961,
7398856,20220816,,26,26,28,,,,2,,,,,,,2022-08-16,01:10:00,1,NIGHT,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,2,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.19487,
7398857,20220816,,28,26,28,,,,2,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,2,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.19579,
7398858,20220816,,28,28,26,,,,3,,,,,,,2022-08-16,07:00:00,7,MORNING,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,3,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.196693,
7398859,20220816,,26,28,26,,,,3,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,3,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.19762,
7398860,20220816,,28,28,27,,,,30,,,,,,,2022-08-16,07:00:00,7,MORNING,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,30,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.198515,
7398861,20220816,,27,28,27,,,,30,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,30,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.199423,
7398862,20220816,,28,28,24,,,,58,,,,,,,2022-08-16,07:00:00,7,MORNING,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,58,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.200309,
7398863,20220816,,24,28,24,,,,58,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,58,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.20121,
7398864,20220816,,28,28,27,,,,120,,,,,,,2022-08-16,07:30:00,7,MORNING,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,120,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.202109,
7398865,20220816,,27,28,27,,,,120,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,120,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.203008,
7398866,20220816,,26,26,27,,,,15,,,,,,,2022-08-16,07:45:00,7,MORNING,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,15,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.203904,
7398867,20220816,,27,26,27,,,,15,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,15,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.204799,
7398868,20220816,,27,27,26,,,,26,,,,,,,2022-08-16,07:45:00,7,MORNING,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,26,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.205685,
7398869,20220816,,26,27,26,,,,26,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,26,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.206589,
7398870,20220816,,27,27,24,,,,48,,,,,,,2022-08-16,07:45:00,7,MORNING,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,48,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.207514,
7398871,20220816,,24,27,24,,,,48,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,48,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.208459,
7398872,20220816,,27,27,28,,,,245,,,,,,,2022-08-16,08:15:00,8,MORNING,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,245,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.209361,
7398873,20220816,,28,27,28,,,,245,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,245,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.210253,
7398874,20220816,,30,30,29,,,,12,,,,,,,2022-08-16,08:30:00,8,MORNING,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,12,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.211156,
7398875,20220816,,29,30,29,,,,12,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,12,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.212035,
7398876,20220816,,27,27,26,,,,89,,,,,,,2022-08-16,09:00:00,9,MORNING,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,89,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.212907,
7398877,20220816,,26,27,26,,,,89,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,89,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.213886,
7398878,20220816,,28,28,27,,,,21,,,,,,,2022-08-16,09:00:00,9,MORNING,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,21,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.2148,
7398879,20220816,,27,28,27,,,,21,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,21,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.215698,
7398880,20220816,,28,28,27,,,,4,,,,,,,2022-08-16,09:00:00,9,MORNING,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,4,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.216576,
7398881,20220816,,27,28,27,,,,4,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,4,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.217493,
7398882,20220816,,28,28,26,,,,50,,,,,,,2022-08-16,09:00:00,9,MORNING,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,50,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.218381,
7398883,20220816,,26,28,26,,,,50,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,50,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.219279,
7398884,20220816,,28,28,27,,,,157,,,,,,,2022-08-16,09:15:00,9,MORNING,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,157,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.220173,
7398885,20220816,,27,28,27,,,,157,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,157,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.221066,
7398886,20220816,,29,29,30,,,,12,,,,,,,2022-08-16,09:30:00,9,MORNING,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,12,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.22193,
7398887,20220816,,30,29,30,,,,12,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,12,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.222834,
7398888,20220816,,26,26,24,,,,73,,,,,,,2022-08-16,09:50:00,9,MORNING,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,73,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.22373,
7398889,20220816,,24,26,24,,,,73,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,73,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.224616,
7398890,20220816,,27,27,28,,,,145,,,,,,,2022-08-16,10:00:00,10,MORNING,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,145,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.225506,
7398891,20220816,,28,27,28,,,,145,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,145,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.226404,
7398892,20220816,,27,27,26,,,,110,,,,,,,2022-08-16,10:30:00,10,MORNING,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,110,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.2273,
7398893,20220816,,26,27,26,,,,110,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,110,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.22819,
7398894,20220816,,27,27,26,,,,4,,,,,,,2022-08-16,10:30:00,10,MORNING,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,4,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.229096,
7398895,20220816,,26,27,26,,,,4,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,4,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.229974,
7398896,20220816,,28,28,27,,,,186,,,,,,,2022-08-16,10:45:00,10,MORNING,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,186,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.230848,
7398897,20220816,,27,28,27,,,,186,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,186,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.231744,
7398898,20220816,,27,27,28,,,,177,,,,,,,2022-08-16,11:30:00,11,MORNING,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,177,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.23263,
7398899,20220816,,28,27,28,,,,177,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,177,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.233524,
7398900,20220816,,26,26,27,,,,78,,,,,,,2022-08-16,11:40:00,11,MORNING,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,78,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.234417,
7398901,20220816,,27,26,27,,,,78,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,78,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.235328,
7398902,20220816,,26,26,28,,,,96,,,,,,,2022-08-16,11:40:00,11,MORNING,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,96,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.23622,
7398903,20220816,,28,26,28,,,,96,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,96,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.237131,
7398904,20220816,,26,26,27,,,,11,,,,,,,2022-08-16,11:40:00,11,MORNING,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,11,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.238039,
7398905,20220816,,27,26,27,,,,11,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,11,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.238908,
7398906,20220816,,27,27,28,,,,24,,,,,,,2022-08-16,12:50:00,12,AFTERNOON,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,24,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.239792,
7398907,20220816,,28,27,28,,,,24,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,24,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.240685,
7398908,20220816,,24,24,26,,,,45,,,,,,,2022-08-16,14:00:00,14,AFTERNOON,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,45,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.241573,
7398909,20220816,,26,24,26,,,,45,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,45,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.242473,
7398910,20220816,,24,24,28,,,,2,,,,,,,2022-08-16,14:00:00,14,AFTERNOON,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,2,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.24339,
7398911,20220816,,28,24,28,,,,2,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,2,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.24429,
7398912,20220816,,24,24,27,,,,52,,,,,,,2022-08-16,14:00:00,14,AFTERNOON,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,52,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.245177,
7398913,20220816,,27,24,27,,,,52,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,52,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.246086,
7398914,20220816,,28,28,27,,,,254,,,,,,,2022-08-16,14:15:00,14,AFTERNOON,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,254,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.246966,
7398915,20220816,,27,28,27,,,,254,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,254,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.247849,
7398916,20220816,,27,27,28,,,,154,,,,,,,2022-08-16,15:00:00,15,AFTERNOON,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,154,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.24874,
7398917,20220816,,28,27,28,,,,154,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,154,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.249635,
7398918,20220816,,30,30,29,,,,10,,,,,,,2022-08-16,17:00:00,17,AFTERNOON,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,10,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.250527,
7398919,20220816,,29,30,29,,,,10,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,10,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.251406,
7398920,20220816,,28,28,27,,,,278,,,,,,,2022-08-16,17:15:00,17,AFTERNOON,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,278,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.252315,
7398921,20220816,,27,28,27,,,,278,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,278,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.253201,
7398922,20220816,,26,26,27,,,,77,,,,,,,2022-08-16,18:00:00,18,EVENING,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,77,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.25417,
7398923,20220816,,27,26,27,,,,77,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,77,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.255069,
7398924,20220816,,29,29,30,,,,12,,,,,,,2022-08-16,18:00:00,18,EVENING,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,12,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.255961,
7398925,20220816,,30,29,30,,,,12,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,12,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.256828,
7398926,20220816,,27,27,28,,,,194,,,,,,,2022-08-16,18:00:00,18,EVENING,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,194,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.25773,
7398927,20220816,,28,27,28,,,,194,,2022-08-16,,,,,,,,,,arrival,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,194,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.258615,
7398928,20220816,,26,26,28,,,,6,,,,,,,2022-08-16,18:10:00,18,EVENING,,departure,,,,,,,,PT,,,,,false,,ACTUAL,DAILY,HIGH,,,,6,false,FERRY_MANIFEST,ATLANTICOLINE,,2026-03-02T01:00:18.259514,
